"response_id","transport_method"
"GEN24_1057407","App-based services such as Uber, Ola, etc"
"GEN24_1057417","Car or van owned by you / family / friend(s) / company"
"GEN24_1057418","Car or van owned by you / family / friend(s) / company"
"GEN24_1057418","Taxi / shuttle service"
"GEN24_1057419","Taxi / shuttle service"
"GEN24_1057421","Car or van owned by you / family / friend(s) / company"
"GEN24_1057421","Local bus service"
"GEN24_1057421","Plane (within New Zealand)"
"GEN24_1057421","Taxi / shuttle service"
"GEN24_1057424","Taxi / shuttle service"
"GEN24_1057425","Not sure"
"GEN24_1057426","Car or van owned by you / family / friend(s) / company"
"GEN24_1057426","Local bus service"
"GEN24_1057426","Train"
"GEN24_1057428","Not sure"
"GEN24_1057430","App-based services such as Uber, Ola, etc"
"GEN24_1057430","Car or van owned by you / family / friend(s) / company"
"GEN24_1057430","Rental car"
"GEN24_1057433","Car or van owned by you / family / friend(s) / company"
"GEN24_1057434","Car or van owned by you / family / friend(s) / company"
"GEN24_1057436","Taxi / shuttle service"
"GEN24_1057439","Rental car"
"GEN24_1057442","Car or van owned by you / family / friend(s) / company"
"GEN24_1057443","App-based services such as Uber, Ola, etc"
"GEN24_1057443","Plane (within New Zealand)"
"GEN24_1057443","Rental campervan / motor-home"
"GEN24_1057443","Rental car"
"GEN24_1057443","Taxi / shuttle service"
"GEN24_1057445","Bus service between towns / cities"
"GEN24_1057445","Local bus service"
"GEN24_1057445","Plane (within New Zealand)"
"GEN24_1057445","Taxi / shuttle service"
"GEN24_1057445","Train"
"GEN24_1057450","Car or van owned by you / family / friend(s) / company"
"GEN24_1057450","Other boat or ship"
"GEN24_1057450","Rental car"
"GEN24_1057450","Tour bus"
"GEN24_1057451","App-based services such as Uber, Ola, etc"
"GEN24_1057451","Car or van owned by you / family / friend(s) / company"
"GEN24_1057451","Other ferry"
"GEN24_1057451","Plane (within New Zealand)"
"GEN24_1057451","Rental car"
"GEN24_1057451","Scenic trains"
"GEN24_1057451","Taxi / shuttle service"
"GEN24_1057457","App-based services such as Uber, Ola, etc"
"GEN24_1057457","Car or van owned by you / family / friend(s) / company"
"GEN24_1057457","Rental car"
"GEN24_1057460","Rental car"
"GEN24_1057463","App-based services such as Uber, Ola, etc"
"GEN24_1057463","Campervan / motor-home owned by you / family / friend(s)"
"GEN24_1057463","Other ferry"
"GEN24_1057463","Plane (within New Zealand)"
"GEN24_1057463","Taxi / shuttle service"
"GEN24_1057465","App-based services such as Uber, Ola, etc"
"GEN24_1057465","Helicopter"
"GEN24_1057465","Limousine / car with driver included"
"GEN24_1057465","Other boat or ship"
"GEN24_1057465","Plane (within New Zealand)"
"GEN24_1057467","Car or van owned by you / family / friend(s) / company"
"GEN24_1057474","Car or van owned by you / family / friend(s) / company"
"GEN24_1057474","Other boat or ship"
"GEN24_1057474","Other ferry"
"GEN24_1057474","Taxi / shuttle service"
"GEN24_1057474","The ferry between the North Island and the South Island"
"GEN24_1057476","Plane (within New Zealand)"
"GEN24_1057478","Rental car"
"GEN24_1057479","Other boat or ship"
"GEN24_1057479","Rental car"
"GEN24_1057479","The ferry between the North Island and the South Island"
"GEN24_1057479","Train"
"GEN24_1057480","App-based services such as Uber, Ola, etc"
"GEN24_1057480","Car or van owned by you / family / friend(s) / company"
"GEN24_1057490","App-based services such as Uber, Ola, etc"
"GEN24_1057490","Rental car"
"GEN24_1057494","Car or van owned by you / family / friend(s) / company"
"GEN24_1057495","Car or van owned by you / family / friend(s) / company"
"GEN24_1057495","Local bus service"
"GEN24_1057495","Plane (within New Zealand)"
"GEN24_1057495","Train"
"GEN24_1057496","Rental car"
"GEN24_1057513","Rental car"
"GEN24_1057515","Other boat or ship"
"GEN24_1057515","Rental car"
"GEN24_1057515","Train"
"GEN24_1057518","App-based services such as Uber, Ola, etc"
"GEN24_1057518","Local bus service"
"GEN24_1057519","Rental car"
"GEN24_1057519","Taxi / shuttle service"
"GEN24_1057531","Local bus service"
"GEN24_1057531","Rental car"
"GEN24_1057531","Taxi / shuttle service"
"GEN24_1057537","Rental car"
"GEN24_1057544","Car or van owned by you / family / friend(s) / company"
"GEN24_1057547","Car or van owned by you / family / friend(s) / company"
"GEN24_1057552","Rental car"
"GEN24_1057552","Taxi / shuttle service"
"GEN24_1057563","Car or van owned by you / family / friend(s) / company"
"GEN24_1057563","Plane (within New Zealand)"
"GEN24_1057580","App-based services such as Uber, Ola, etc"
"GEN24_1057580","Other bus service"
"GEN24_1057580","Plane (within New Zealand)"
"GEN24_1057580","Rental car"
"GEN24_1057581","Car or van owned by you / family / friend(s) / company"
"GEN24_1057581","Local bus service"
"GEN24_1057582","Rental car"
"GEN24_1057586","Car or van owned by you / family / friend(s) / company"
"GEN24_1057586","Rental car"
"GEN24_1057587","Car or van owned by you / family / friend(s) / company"
"GEN24_1057587","The ferry between the North Island and the South Island"
"GEN24_1057593","Rental campervan / motor-home"
"GEN24_1057598","Bus service between towns / cities"
"GEN24_1057598","Rental car"
"GEN24_1057598","The ferry between the North Island and the South Island"
"GEN24_1057598","Train"
"GEN24_1057599","Car or van owned by you / family / friend(s) / company"
"GEN24_1057599","Local bus service"
"GEN24_1057605","Helicopter"
"GEN24_1057605","Rental car"
"GEN24_1057605","Taxi / shuttle service"
"GEN24_1057605","The ferry between the North Island and the South Island"
"GEN24_1057607","Limousine / car with driver included"
"GEN24_1057607","Local bus service"
"GEN24_1057607","Other ferry"
"GEN24_1057607","Taxi / shuttle service"
"GEN24_1057611","App-based services such as Uber, Ola, etc"
"GEN24_1057611","Car or van owned by you / family / friend(s) / company"
"GEN24_1057611","Rental car"
"GEN24_1057613","Car or van owned by you / family / friend(s) / company"
"GEN24_1057614","Car or van owned by you / family / friend(s) / company"
"GEN24_1057635","Car or van owned by you / family / friend(s) / company"
"GEN24_1057635","Taxi / shuttle service"
"GEN24_1057637","Local bus service"
"GEN24_1057637","Other ferry"
"GEN24_1057637","Tour bus"
"GEN24_1057648","Rental car"
"GEN24_1057659","App-based services such as Uber, Ola, etc"
"GEN24_1057659","Local bus service"
"GEN24_1057659","Rental car"
"GEN24_1057659","Taxi / shuttle service"
"GEN24_1057678","Rental car"
"GEN24_1057687","Rental car"
"GEN24_1057687","Scenic trains"
"GEN24_1057687","Taxi / shuttle service"
"GEN24_1057687","Tour bus"
"GEN24_1057690","App-based services such as Uber, Ola, etc"
"GEN24_1057690","Car or van owned by you / family / friend(s) / company"
"GEN24_1057690","Other ferry"
"GEN24_1057690","Train"
"GEN24_1057702","Plane (within New Zealand)"
"GEN24_1057702","Rental car"
"GEN24_1057707","Bus service between towns / cities"
"GEN24_1057707","Car or van owned by you / family / friend(s) / company"
"GEN24_1057707","Hitch-hiking"
"GEN24_1057707","Local bus service"
"GEN24_1057707","Taxi / shuttle service"
"GEN24_1057707","The ferry between the North Island and the South Island"
"GEN24_1057707","Tour bus"
"GEN24_1057707","Train"
"GEN24_1057707","Yacht"
"GEN24_1057709","Limousine / car with driver included"
"GEN24_1057709","Local bus service"
"GEN24_1057709","Rental car"
"GEN24_1057709","Taxi / shuttle service"
"GEN24_1057709","The ferry between the North Island and the South Island"
"GEN24_1057709","Train"
"GEN24_1057715","Rental campervan / motor-home"
"GEN24_1057720","Car or van owned by you / family / friend(s) / company"
"GEN24_1057720","Scenic trains"
"GEN24_1057723","Taxi / shuttle service"
"GEN24_1057740","Rental car"
"GEN24_1057744","Not sure"
"GEN24_1057748","App-based services such as Uber, Ola, etc"
"GEN24_1057748","Local bus service"
"GEN24_1057748","Other ferry"
"GEN24_1057748","Taxi / shuttle service"
"GEN24_1057748","Train"
"GEN24_1057749","Other boat or ship"
"GEN24_1057749","Other ferry"
"GEN24_1057749","Rental car"
"GEN24_1057752","Other boat or ship"
"GEN24_1057752","Rental car"
"GEN24_1057752","The ferry between the North Island and the South Island"
"GEN24_1057752","Tour bus"
"GEN24_1057755","Car or van owned by you / family / friend(s) / company"
"GEN24_1057755","Train"
"GEN24_1057757","Taxi / shuttle service"
"GEN24_1057775","App-based services such as Uber, Ola, etc"
"GEN24_1057775","Limousine / car with driver included"
"GEN24_1057775","The ferry between the North Island and the South Island"
"GEN24_1057775","Tour bus"
"GEN24_1057782","Car or van owned by you / family / friend(s) / company"
"GEN24_1057785","Other boat or ship"
"GEN24_1057785","Rental campervan / motor-home"
"GEN24_1057788","Bus service between towns / cities"
"GEN24_1057788","Helicopter"
"GEN24_1057788","Hitch-hiking"
"GEN24_1057788","Local bus service"
"GEN24_1057788","Taxi / shuttle service"
"GEN24_1057788","The ferry between the North Island and the South Island"
"GEN24_1057788","Tour bus"
"GEN24_1057800","Bicycle"
"GEN24_1057800","Helicopter"
"GEN24_1057800","Rental car"
"GEN24_1057803","Car or van owned by you / family / friend(s) / company"
"GEN24_1057814","Rental car"
"GEN24_1057823","Campervan / motor-home owned by you / family / friend(s)"
"GEN24_1057823","Helicopter"
"GEN24_1057823","Plane (within New Zealand)"
"GEN24_1057823","The ferry between the North Island and the South Island"
"GEN24_1057823","Tour bus"
"GEN24_1057830","App-based services such as Uber, Ola, etc"
"GEN24_1057830","Bus service between towns / cities"
"GEN24_1057830","Local bus service"
"GEN24_1057830","Plane (within New Zealand)"
"GEN24_1057830","Rental car"
"GEN24_1057830","Scenic trains"
"GEN24_1057830","Taxi / shuttle service"
"GEN24_1057830","The ferry between the North Island and the South Island"
"GEN24_1057834","Bus service between towns / cities"
"GEN24_1057834","Car or van owned by you / family / friend(s) / company"
"GEN24_1057834","Local bus service"
"GEN24_1057834","Other ferry"
"GEN24_1057834","Rental car"
"GEN24_1057834","Taxi / shuttle service"
"GEN24_1057843","App-based services such as Uber, Ola, etc"
"GEN24_1057843","Bicycle"
"GEN24_1057843","Car or van owned by you / family / friend(s) / company"
"GEN24_1057843","Local bus service"
"GEN24_1057843","Plane (within New Zealand)"
"GEN24_1057848","App-based services such as Uber, Ola, etc"
"GEN24_1057848","Car or van owned by you / family / friend(s) / company"
"GEN24_1057848","Local bus service"
"GEN24_1057848","Other boat or ship"
"GEN24_1057848","Rental campervan / motor-home"
"GEN24_1057848","Scenic trains"
"GEN24_1057848","Taxi / shuttle service"
"GEN24_1057848","The ferry between the North Island and the South Island"
"GEN24_1057849","Bus service between towns / cities"
"GEN24_1057849","Local bus service"
"GEN24_1057849","Plane (within New Zealand)"
"GEN24_1057849","Rental car"
"GEN24_1057849","Taxi / shuttle service"
"GEN24_1057849","Tour bus"
"GEN24_1057866","Car or van owned by you / family / friend(s) / company"
"GEN24_1057868","Rental car"
"GEN24_1057868","Tour bus"
"GEN24_1057870","Rental car"
"GEN24_1057884","Other boat or ship"
"GEN24_1057884","Rental car"
"GEN24_1057884","Scenic trains"
"GEN24_1057884","Taxi / shuttle service"
"GEN24_1057884","The ferry between the North Island and the South Island"
"GEN24_1057884","Tour bus"
"GEN24_1057884","Train"
"GEN24_1057890","Local bus service"
"GEN24_1057890","Rental car"
"GEN24_1057891","Other boat or ship"
"GEN24_1057891","Rental campervan / motor-home"
"GEN24_1057891","Taxi / shuttle service"
"GEN24_1057895","Local bus service"
"GEN24_1057902","App-based services such as Uber, Ola, etc"
"GEN24_1057902","Local bus service"
"GEN24_1057903","App-based services such as Uber, Ola, etc"
"GEN24_1057903","Car or van owned by you / family / friend(s) / company"
"GEN24_1057906","App-based services such as Uber, Ola, etc"
"GEN24_1057906","Taxi / shuttle service"
"GEN24_1057914","Other bus service"
"GEN24_1057914","Taxi / shuttle service"
"GEN24_1057916","Car or van owned by you / family / friend(s) / company"
"GEN24_1057916","Other boat or ship"
"GEN24_1057916","The ferry between the North Island and the South Island"
"GEN24_1057918","Car or van owned by you / family / friend(s) / company"
"GEN24_1057920","Local bus service"
"GEN24_1057921","Rental car"
"GEN24_1057927","Other ferry"
"GEN24_1057927","Rental car"
"GEN24_1057927","Tour bus"
"GEN24_1057928","Helicopter"
"GEN24_1057928","Other bus service"
"GEN24_1057928","Rental campervan / motor-home"
"GEN24_1057928","Scenic trains"
"GEN24_1057928","Taxi / shuttle service"
"GEN24_1057928","The ferry between the North Island and the South Island"
"GEN24_1057934","Rental car"
"GEN24_1057935","Rental car"
"GEN24_1057939","App-based services such as Uber, Ola, etc"
"GEN24_1057939","Rental car"
"GEN24_1057944","App-based services such as Uber, Ola, etc"
"GEN24_1057944","Car or van owned by you / family / friend(s) / company"
"GEN24_1057944","Other type of transport"
"GEN24_1057944","Taxi / shuttle service"
"GEN24_1057945","Rental car"
"GEN24_1057950","Car or van owned by you / family / friend(s) / company"
"GEN24_1057950","Plane (within New Zealand)"
"GEN24_1057952","Car or van owned by you / family / friend(s) / company"
"GEN24_1057953","Car or van owned by you / family / friend(s) / company"
"GEN24_1057953","Local bus service"
"GEN24_1057953","Scenic trains"
"GEN24_1057953","Taxi / shuttle service"
"GEN24_1057954","Car or van owned by you / family / friend(s) / company"
"GEN24_1057956","Bicycle"
"GEN24_1057956","Car or van owned by you / family / friend(s) / company"
"GEN24_1057956","Local bus service"
"GEN24_1057956","Taxi / shuttle service"
"GEN24_1057957","App-based services such as Uber, Ola, etc"
"GEN24_1057957","Other type of transport"
"GEN24_1057961","App-based services such as Uber, Ola, etc"
"GEN24_1057961","Car or van owned by you / family / friend(s) / company"
"GEN24_1057961","Plane (within New Zealand)"
"GEN24_1057961","Taxi / shuttle service"
"GEN24_1057963","Plane (within New Zealand)"
"GEN24_1057963","Rental car"
"GEN24_1057963","Taxi / shuttle service"
"GEN24_1057968","Car or van owned by you / family / friend(s) / company"
"GEN24_1057968","Other boat or ship"
"GEN24_1057968","Taxi / shuttle service"
"GEN24_1057968","Tour bus"
"GEN24_1057970","Local bus service"
"GEN24_1057970","Other boat or ship"
"GEN24_1057970","Rental campervan / motor-home"
"GEN24_1057970","Taxi / shuttle service"
"GEN24_1057970","The ferry between the North Island and the South Island"
"GEN24_1057981","Limousine / car with driver included"
"GEN24_1057981","Other ferry"
"GEN24_1057981","Plane (within New Zealand)"
"GEN24_1057981","Rental car"
"GEN24_1057983","Car or van owned by you / family / friend(s) / company"
"GEN24_1057989","Rental car"
"GEN24_1058004","App-based services such as Uber, Ola, etc"
"GEN24_1058005","Car or van owned by you / family / friend(s) / company"
"GEN24_1058008","App-based services such as Uber, Ola, etc"
"GEN24_1058008","Car or van owned by you / family / friend(s) / company"
"GEN24_1058009","Rental car"
"GEN24_1058011","App-based services such as Uber, Ola, etc"
"GEN24_1058011","Rental campervan / motor-home"
"GEN24_1058011","The ferry between the North Island and the South Island"
"GEN24_1058016","Car or van owned by you / family / friend(s) / company"
"GEN24_1058016","Other boat or ship"
"GEN24_1058020","App-based services such as Uber, Ola, etc"
"GEN24_1058020","Car or van owned by you / family / friend(s) / company"
"GEN24_1058020","Local bus service"
"GEN24_1058020","Other boat or ship"
"GEN24_1058020","Other ferry"
"GEN24_1058020","Tour bus"
"GEN24_1058030","Car or van owned by you / family / friend(s) / company"
"GEN24_1058057","Rental car"
"GEN24_1058059","Bicycle"
"GEN24_1058059","Rental campervan / motor-home"
"GEN24_1058061","Car or van owned by you / family / friend(s) / company"
"GEN24_1058068","Helicopter"
"GEN24_1058068","Rental campervan / motor-home"
"GEN24_1058068","The ferry between the North Island and the South Island"
"GEN24_1058069","App-based services such as Uber, Ola, etc"
"GEN24_1058069","Limousine / car with driver included"
"GEN24_1058069","Plane (within New Zealand)"
"GEN24_1058071","Car or van owned by you / family / friend(s) / company"
"GEN24_1058078","Car or van owned by you / family / friend(s) / company"
"GEN24_1058088","App-based services such as Uber, Ola, etc"
"GEN24_1058088","Car or van owned by you / family / friend(s) / company"
"GEN24_1058088","Plane (within New Zealand)"
"GEN24_1058088","Rental campervan / motor-home"
"GEN24_1058094","App-based services such as Uber, Ola, etc"
"GEN24_1058094","Car or van owned by you / family / friend(s) / company"
"GEN24_1058094","Scenic trains"
"GEN24_1058094","The ferry between the North Island and the South Island"
"GEN24_1058094","Yacht"
"GEN24_1058106","Car or van owned by you / family / friend(s) / company"
"GEN24_1058108","App-based services such as Uber, Ola, etc"
"GEN24_1058108","Local bus service"
"GEN24_1058108","Other ferry"
"GEN24_1058108","Taxi / shuttle service"
"GEN24_1058111","Rental car"
"GEN24_1058118","Rental car"
"GEN24_1058123","Local bus service"
"GEN24_1058123","Other type of transport"
"GEN24_1058123","Rental car"
"GEN24_1058128","Car or van owned by you / family / friend(s) / company"
"GEN24_1058128","Local bus service"
"GEN24_1058128","Yacht"
"GEN24_1058135","Car or van owned by you / family / friend(s) / company"
"GEN24_1058135","Other ferry"
"GEN24_1058135","Rental car"
"GEN24_1058135","Taxi / shuttle service"
"GEN24_1058139","Car or van owned by you / family / friend(s) / company"
"GEN24_1058139","Other boat or ship"
"GEN24_1058139","Taxi / shuttle service"
"GEN24_1058140","App-based services such as Uber, Ola, etc"
"GEN24_1058146","Car or van owned by you / family / friend(s) / company"
"GEN24_1058146","Rental car"
"GEN24_1058146","Taxi / shuttle service"
"GEN24_1058146","Train"
"GEN24_1058148","Bus service between towns / cities"
"GEN24_1058148","Car or van owned by you / family / friend(s) / company"
"GEN24_1058148","Local bus service"
"GEN24_1058148","Rental car"
"GEN24_1058148","The ferry between the North Island and the South Island"
"GEN24_1058153","Car or van owned by you / family / friend(s) / company"
"GEN24_1058153","Local bus service"
"GEN24_1058153","Train"
"GEN24_1058156","Local bus service"
"GEN24_1058156","Motorcycle"
"GEN24_1058156","Plane (within New Zealand)"
"GEN24_1058156","Rental car"
"GEN24_1058156","Taxi / shuttle service"
"GEN24_1058156","Tour bus"
"GEN24_1058160","Rental car"
"GEN24_1058160","Taxi / shuttle service"
"GEN24_1058160","The ferry between the North Island and the South Island"
"GEN24_1058167","Car or van owned by you / family / friend(s) / company"
"GEN24_1058167","Local bus service"
"GEN24_1058171","App-based services such as Uber, Ola, etc"
"GEN24_1058171","Local bus service"
"GEN24_1058171","Plane (within New Zealand)"
"GEN24_1058190","Car or van owned by you / family / friend(s) / company"
"GEN24_1058190","Plane (within New Zealand)"
"GEN24_1058190","Scenic trains"
"GEN24_1058190","The ferry between the North Island and the South Island"
"GEN24_1058195","Taxi / shuttle service"
"GEN24_1058202","Car or van owned by you / family / friend(s) / company"
"GEN24_1058202","Plane (within New Zealand)"
"GEN24_1058228","Local bus service"
"GEN24_1058228","Other boat or ship"
"GEN24_1058228","Other ferry"
"GEN24_1058228","Rental campervan / motor-home"
"GEN24_1058228","Scenic trains"
"GEN24_1058228","Taxi / shuttle service"
"GEN24_1058233","Other type of transport"
"GEN24_1058233","Rental car"
"GEN24_1058233","Taxi / shuttle service"
"GEN24_1058233","The ferry between the North Island and the South Island"
"GEN24_1058243","Helicopter"
"GEN24_1058243","Other boat or ship"
"GEN24_1058243","Rental car"
"GEN24_1058243","Tour bus"
"GEN24_1058247","App-based services such as Uber, Ola, etc"
"GEN24_1058247","Helicopter"
"GEN24_1058247","Other boat or ship"
"GEN24_1058247","Plane (within New Zealand)"
"GEN24_1058247","Rental car"
"GEN24_1058247","Scenic trains"
"GEN24_1058247","Taxi / shuttle service"
"GEN24_1058247","Tour bus"
"GEN24_1058259","Taxi / shuttle service"
"GEN24_1058264","App-based services such as Uber, Ola, etc"
"GEN24_1058264","Rental campervan / motor-home"
"GEN24_1058264","Rental car"
"GEN24_1058264","Taxi / shuttle service"
"GEN24_1058272","App-based services such as Uber, Ola, etc"
"GEN24_1058272","Rental car"
"GEN24_1058272","Tour bus"
"GEN24_1058276","Local bus service"
"GEN24_1058276","Rental car"
"GEN24_1058276","Taxi / shuttle service"
"GEN24_1058277","Rental car"
"GEN24_1058277","The ferry between the North Island and the South Island"
"GEN24_1058281","Bicycle"
"GEN24_1058281","Car or van owned by you / family / friend(s) / company"
"GEN24_1058281","Local bus service"
"GEN24_1058281","Taxi / shuttle service"
"GEN24_1058282","Rental car"
"GEN24_1058285","Car or van owned by you / family / friend(s) / company"
"GEN24_1058285","Train"
"GEN24_1058286","Bicycle"
"GEN24_1058287","Other ferry"
"GEN24_1058287","Taxi / shuttle service"
"GEN24_1058291","App-based services such as Uber, Ola, etc"
"GEN24_1058291","Local bus service"
"GEN24_1058291","Other ferry"
"GEN24_1058291","Plane (within New Zealand)"
"GEN24_1058291","Rental car"
"GEN24_1058291","Taxi / shuttle service"
"GEN24_1058292","Car or van owned by you / family / friend(s) / company"
"GEN24_1058292","Plane (within New Zealand)"
"GEN24_1058297","Rental car"
"GEN24_1058298","Rental car"
"GEN24_1058299","Car or van owned by you / family / friend(s) / company"
"GEN24_1058299","Local bus service"
"GEN24_1058300","Rental car"
"GEN24_1058312","Rental car"
"GEN24_1058316","App-based services such as Uber, Ola, etc"
"GEN24_1058316","Bus service between towns / cities"
"GEN24_1058316","Hitch-hiking"
"GEN24_1058316","Plane (within New Zealand)"
"GEN24_1058316","Rental campervan / motor-home"
"GEN24_1058316","Rental car"
"GEN24_1058316","Taxi / shuttle service"
"GEN24_1058316","The ferry between the North Island and the South Island"
"GEN24_1058331","App-based services such as Uber, Ola, etc"
"GEN24_1058331","Rental car"
"GEN24_1058334","App-based services such as Uber, Ola, etc"
"GEN24_1058334","Limousine / car with driver included"
"GEN24_1058334","Plane (within New Zealand)"
"GEN24_1058334","Rental car"
"GEN24_1058334","Scenic trains"
"GEN24_1058337","App-based services such as Uber, Ola, etc"
"GEN24_1058337","Bus service between towns / cities"
"GEN24_1058337","Car or van owned by you / family / friend(s) / company"
"GEN24_1058337","Local bus service"
"GEN24_1058337","Taxi / shuttle service"
"GEN24_1058337","The ferry between the North Island and the South Island"
"GEN24_1058341","Hitch-hiking"
"GEN24_1058341","Local bus service"
"GEN24_1058341","Other boat or ship"
"GEN24_1058341","Rental campervan / motor-home"
"GEN24_1058341","Scenic trains"
"GEN24_1058341","Taxi / shuttle service"
"GEN24_1058341","The ferry between the North Island and the South Island"
"GEN24_1058342","Car or van owned by you / family / friend(s) / company"
"GEN24_1058346","Car or van owned by you / family / friend(s) / company"
"GEN24_1058350","Rental car"
"GEN24_1058350","The ferry between the North Island and the South Island"
"GEN24_1058354","App-based services such as Uber, Ola, etc"
"GEN24_1058354","Rental car"
"GEN24_1058362","Plane (within New Zealand)"
"GEN24_1058362","Rental car"
"GEN24_1058370","Rental car"
"GEN24_1058371","Car or van owned by you / family / friend(s) / company"
"GEN24_1058371","Other type of transport"
"GEN24_1058372","Rental car"
"GEN24_1058376","App-based services such as Uber, Ola, etc"
"GEN24_1058376","Helicopter"
"GEN24_1058376","Limousine / car with driver included"
"GEN24_1058376","Other boat or ship"
"GEN24_1058376","Other ferry"
"GEN24_1058376","Plane (within New Zealand)"
"GEN24_1058376","Rental car"
"GEN24_1058376","Scenic trains"
"GEN24_1058376","Taxi / shuttle service"
"GEN24_1058376","The ferry between the North Island and the South Island"
"GEN24_1058381","Rental car"
"GEN24_1058381","Scenic trains"
"GEN24_1058381","Taxi / shuttle service"
"GEN24_1058381","Tour bus"
"GEN24_1058400","App-based services such as Uber, Ola, etc"
"GEN24_1058400","Bus service between towns / cities"
"GEN24_1058400","Local bus service"
"GEN24_1058400","Other bus service"
"GEN24_1058400","Plane (within New Zealand)"
"GEN24_1058400","Taxi / shuttle service"
"GEN24_1058400","Tour bus"
"GEN24_1058406","App-based services such as Uber, Ola, etc"
"GEN24_1058406","Bus service between towns / cities"
"GEN24_1058406","Car or van owned by you / family / friend(s) / company"
"GEN24_1058406","Local bus service"
"GEN24_1058406","Taxi / shuttle service"
"GEN24_1058420","Rental car"
"GEN24_1058421","Bus service between towns / cities"
"GEN24_1058421","Car or van owned by you / family / friend(s) / company"
"GEN24_1058421","Local bus service"
"GEN24_1058421","Plane (within New Zealand)"
"GEN24_1058421","Taxi / shuttle service"
"GEN24_1058423","Car or van owned by you / family / friend(s) / company"
"GEN24_1058425","Rental car"
"GEN24_1058428","App-based services such as Uber, Ola, etc"
"GEN24_1058428","Helicopter"
"GEN24_1058428","Rental car"
"GEN24_1058428","Taxi / shuttle service"
"GEN24_1058428","The ferry between the North Island and the South Island"
"GEN24_1058429","Local bus service"
"GEN24_1058429","Plane (within New Zealand)"
"GEN24_1058429","Taxi / shuttle service"
"GEN24_1058441","Plane (within New Zealand)"
"GEN24_1058441","Rental car"
"GEN24_1058442","App-based services such as Uber, Ola, etc"
"GEN24_1058442","Bus service between towns / cities"
"GEN24_1058442","Hitch-hiking"
"GEN24_1058449","Car or van owned by you / family / friend(s) / company"
"GEN24_1058449","Other boat or ship"
"GEN24_1058455","Rental car"
"GEN24_1058456","Car or van owned by you / family / friend(s) / company"
"GEN24_1058456","Taxi / shuttle service"
"GEN24_1058456","Train"
"GEN24_1058458","Car or van owned by you / family / friend(s) / company"
"GEN24_1058458","Other boat or ship"
"GEN24_1058458","Plane (within New Zealand)"
"GEN24_1058458","Taxi / shuttle service"
"GEN24_1058459","Car or van owned by you / family / friend(s) / company"
"GEN24_1058469","Car or van owned by you / family / friend(s) / company"
"GEN24_1058471","Car or van owned by you / family / friend(s) / company"
"GEN24_1058472","Car or van owned by you / family / friend(s) / company"
"GEN24_1058472","Plane (within New Zealand)"
"GEN24_1058475","Other bus service"
"GEN24_1058475","Other ferry"
"GEN24_1058475","Scenic trains"
"GEN24_1058475","Taxi / shuttle service"
"GEN24_1058477","Rental car"
"GEN24_1058480","Plane (within New Zealand)"
"GEN24_1058480","Tour bus"
"GEN24_1058485","App-based services such as Uber, Ola, etc"
"GEN24_1058485","Car or van owned by you / family / friend(s) / company"
"GEN24_1058486","Car or van owned by you / family / friend(s) / company"
"GEN24_1058489","Rental campervan / motor-home"
"GEN24_1058491","Car or van owned by you / family / friend(s) / company"
"GEN24_1058503","Rental car"
"GEN24_1058505","Hitch-hiking"
"GEN24_1058505","Other type of transport"
"GEN24_1058513","Car or van owned by you / family / friend(s) / company"
"GEN24_1058514","App-based services such as Uber, Ola, etc"
"GEN24_1058514","Local bus service"
"GEN24_1058514","Other ferry"
"GEN24_1058514","Scenic trains"
"GEN24_1058514","Tour bus"
"GEN24_1058521","Tour bus"
"GEN24_1058525","Plane (within New Zealand)"
"GEN24_1058525","Rental car"
"GEN24_1058525","Taxi / shuttle service"
"GEN24_1058533","Rental car"
"GEN24_1058536","Car or van owned by you / family / friend(s) / company"
"GEN24_1058541","App-based services such as Uber, Ola, etc"
"GEN24_1058541","Car or van owned by you / family / friend(s) / company"
"GEN24_1058541","Local bus service"
"GEN24_1058543","Local bus service"
"GEN24_1058543","Rental campervan / motor-home"
"GEN24_1058543","Rental car"
"GEN24_1058543","Scenic trains"
"GEN24_1058543","Taxi / shuttle service"
"GEN24_1058543","The ferry between the North Island and the South Island"
"GEN24_1058571","Rental car"
"GEN24_1058573","Local bus service"
"GEN24_1058573","Other boat or ship"
"GEN24_1058573","Scenic trains"
"GEN24_1058573","The ferry between the North Island and the South Island"
"GEN24_1058573","Tour bus"
"GEN24_1058575","App-based services such as Uber, Ola, etc"
"GEN24_1058575","Car or van owned by you / family / friend(s) / company"
"GEN24_1058575","Taxi / shuttle service"
"GEN24_1058577","Rental campervan / motor-home"
"GEN24_1058577","Rental car"
"GEN24_1058577","The ferry between the North Island and the South Island"
"GEN24_1058577","Tour bus"
"GEN24_1058581","Car or van owned by you / family / friend(s) / company"
"GEN24_1058581","Plane (within New Zealand)"
"GEN24_1058582","Car or van owned by you / family / friend(s) / company"
"GEN24_1058582","Local bus service"
"GEN24_1058582","Other ferry"
"GEN24_1058582","Taxi / shuttle service"
"GEN24_1058582","Tour bus"
"GEN24_1058582","Train"
"GEN24_1058588","Car or van owned by you / family / friend(s) / company"
"GEN24_1058588","Other type of transport"
"GEN24_1058588","Plane (within New Zealand)"
"GEN24_1058588","Taxi / shuttle service"
"GEN24_1058592","Car or van owned by you / family / friend(s) / company"
"GEN24_1058593","Rental car"
"GEN24_1058597","Car or van owned by you / family / friend(s) / company"
