"response_id","satisfaction_rating","expectation_rating","recommend_rating"
"GEN24_1068579","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068595","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068599","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068602","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068604","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","9"
"GEN24_1068608","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068609","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1068615","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","9"
"GEN24_1068620","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068622","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1068631","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068656","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068658","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1068661","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068663","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068664","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068665","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068675","1 - Very dissatisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068681","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068683","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068692","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","6"
"GEN24_1068703","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068706","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068724","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068725","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068743","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068757","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068776","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068777","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068780","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1068784","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068791","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068792","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068794","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068809","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","5"
"GEN24_1068829","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068835","1 - Very dissatisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068852","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1068865","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068876","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068878","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1068890","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068897","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068905","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068912","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068917","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068927","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","9"
"GEN24_1068928","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068933","4 - Satisfied","3 - Turn out worse than the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068946","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","8"
"GEN24_1068952","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068965","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1068967","1 - Very dissatisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068969","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","6"
"GEN24_1068976","4 - Satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1068979","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1068982","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","8"
"GEN24_1068989","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","8"
"GEN24_1068991","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069004","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069008","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069010","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1069022","3 - Acceptable","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1069071","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1069073","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1069089","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069093","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069095","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1069105","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069106","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069113","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069115","4 - Satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","8"
"GEN24_1069133","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1069136","4 - Satisfied","3 - Turn out worse than the expectations you had before you arrived in New Zealand","7"
"GEN24_1069141","1 - Very dissatisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069154","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069163","1 - Very dissatisfied","3 - Turn out worse than the expectations you had before you arrived in New Zealand","1 - Not at all likely to recommend"
"GEN24_1069184","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","6"
"GEN24_1069185","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069191","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1069194","1 - Very dissatisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069195","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069201","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069207","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069217","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069229","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069259","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069265","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1069269","3 - Acceptable","3 - Turn out worse than the expectations you had before you arrived in New Zealand","1 - Not at all likely to recommend"
"GEN24_1069277","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","1 - Not at all likely to recommend"
"GEN24_1069278","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","6"
"GEN24_1069284","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069307","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069313","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1069324","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069339","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069346","1 - Very dissatisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1069350","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1069356","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069370","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069376","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069389","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1069394","3 - Acceptable","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069395","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1069420","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","6"
"GEN24_1069428","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069432","4 - Satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069435","1 - Very dissatisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069445","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","9"
"GEN24_1069472","4 - Satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069485","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1069498","4 - Satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","8"
"GEN24_1069530","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069534","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","8"
"GEN24_1069535","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069540","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069548","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1069556","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069557","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069565","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069582","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069597","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069601","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069615","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069624","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069631","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1069640","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069646","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","2"
"GEN24_1069658","1 - Very dissatisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1069663","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069666","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069687","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","8"
"GEN24_1069699","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1069702","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069703","4 - Satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069705","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069716","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069717","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069725","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1069726","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069727","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069738","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069739","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1069744","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069757","3 - Acceptable","2 - Meet the expectations you had before you arrived in New Zealand","5"
"GEN24_1069760","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1069770","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069777","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069779","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069781","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1069785","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1069791","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069799","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1069815","4 - Satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","8"
"GEN24_1069820","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","9"
"GEN24_1069837","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1069843","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069846","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1069854","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069855","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069860","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1069862","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1069866","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069869","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1069870","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069890","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069892","4 - Satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","9"
"GEN24_1069896","3 - Acceptable","3 - Turn out worse than the expectations you had before you arrived in New Zealand","2"
"GEN24_1069902","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1069907","1 - Very dissatisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069911","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069924","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069927","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","9"
"GEN24_1069936","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1069970","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1069977","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1069979","3 - Acceptable","3 - Turn out worse than the expectations you had before you arrived in New Zealand","7"
"GEN24_1069983","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069985","3 - Acceptable","Not sure","5"
"GEN24_1069989","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069990","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069991","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069994","4 - Satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1069996","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070008","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1070013","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1070034","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","5"
"GEN24_1070036","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070041","3 - Acceptable","3 - Turn out worse than the expectations you had before you arrived in New Zealand","6"
"GEN24_1070046","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070047","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1070048","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070049","2 - Dissatisfied","2 - Meet the expectations you had before you arrived in New Zealand","1 - Not at all likely to recommend"
"GEN24_1070051","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070056","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1070059","4 - Satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","9"
"GEN24_1070061","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070068","2 - Dissatisfied","3 - Turn out worse than the expectations you had before you arrived in New Zealand","5"
"GEN24_1070073","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070077","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070079","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070088","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070092","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1070096","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070100","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070102","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070108","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070124","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1070125","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070128","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070129","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070136","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070138","1 - Very dissatisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070139","1 - Very dissatisfied","1 - Exceed the expectations you had before you arrived in New Zealand","8"
"GEN24_1070144","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1070148","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070149","4 - Satisfied","3 - Turn out worse than the expectations you had before you arrived in New Zealand","7"
"GEN24_1070151","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1070161","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070177","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070178","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070187","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070191","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070205","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070208","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1070209","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070220","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070249","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","6"
"GEN24_1070250","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070254","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","8"
"GEN24_1070257","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1070264","4 - Satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","8"
"GEN24_1070269","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070274","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070282","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070291","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070292","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070295","3 - Acceptable","2 - Meet the expectations you had before you arrived in New Zealand","6"
"GEN24_1070298","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070299","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","9"
"GEN24_1070301","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
"GEN24_1070310","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070311","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070312","4 - Satisfied","Not sure","10 - Extremely likely to recommend"
"GEN24_1070313","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070322","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","7"
"GEN24_1070332","3 - Acceptable","3 - Turn out worse than the expectations you had before you arrived in New Zealand","5"
"GEN24_1070336","5 - Very satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070354","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070360","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","8"
"GEN24_1070366","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070368","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070370","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070375","5 - Very satisfied","1 - Exceed the expectations you had before you arrived in New Zealand","10 - Extremely likely to recommend"
"GEN24_1070385","4 - Satisfied","2 - Meet the expectations you had before you arrived in New Zealand","9"
