"response_id","place_stayed","nights"
"GEN24_1046171","Rotorua District",1
"GEN24_1046171","Taupo District",2
"GEN24_1046171","Thames-Coromandel District",2
"GEN24_1046171","Waikato District",2
"GEN24_1046172","Auckland District",2
"GEN24_1046172","Tauranga City",10
"GEN24_1046173","Central Otago District",3
"GEN24_1046173","Mackenzie District",2
"GEN24_1046173","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",6
"GEN24_1046173","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",5
"GEN24_1046173","Southland District (Fiordland)",1
"GEN24_1046178","Napier City",3
"GEN24_1046178","Wellington City",10
"GEN24_1046183","Auckland District",3
"GEN24_1046184","Auckland District",3
"GEN24_1046184","Kapiti Coast District",12
"GEN24_1046184","South Wairarapa District",3
"GEN24_1046184","Tasman District",3
"GEN24_1046197","Christchurch City",10
"GEN24_1046208","Auckland District",4
"GEN24_1046209","Auckland District",2
"GEN24_1046209","Christchurch City",5
"GEN24_1046209","Mackenzie District",2
"GEN24_1046209","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1046209","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1046209","Rotorua District",3
"GEN24_1046209","Southland District (Fiordland)",2
"GEN24_1046209","Taupo District",1
"GEN24_1046217","Auckland District",10
"GEN24_1046217","Far North District",2
"GEN24_1046217","Other",2
"GEN24_1046219","Auckland District",2
"GEN24_1046219","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1046221","Auckland District",1
"GEN24_1046221","Napier City",1
"GEN24_1046221","Rotorua District",2
"GEN24_1046221","Wellington City",3
"GEN24_1046228","Christchurch City",2
"GEN24_1046228","Mackenzie District",1
"GEN24_1046228","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1046228","Southland District (Fiordland)",1
"GEN24_1046233","Ashburton District",1
"GEN24_1046233","Auckland District",4
"GEN24_1046233","Christchurch City",2
"GEN24_1046233","Grey District",1
"GEN24_1046233","Hurunui District",1
"GEN24_1046233","Kaikoura District",1
"GEN24_1046233","Mackenzie District",1
"GEN24_1046233","Matamata-Piako District",1
"GEN24_1046233","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",5
"GEN24_1046233","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1046233","Rotorua District",2
"GEN24_1046233","Taupo District",2
"GEN24_1046233","Thames-Coromandel District",1
"GEN24_1046233","Wellington City",2
"GEN24_1046233","Westland District",1
"GEN24_1046237","Auckland District",2
"GEN24_1046237","Buller District",1
"GEN24_1046237","Dunedin City",2
"GEN24_1046237","Far North District",2
"GEN24_1046237","Marlborough District",1
"GEN24_1046237","Napier City",1
"GEN24_1046237","Nelson City",2
"GEN24_1046237","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1046237","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1046237","Rotorua District",2
"GEN24_1046237","Southland District (Fiordland)",2
"GEN24_1046237","Thames-Coromandel District",2
"GEN24_1046237","Wellington City",2
"GEN24_1046237","Westland District",1
"GEN24_1046239","Christchurch City",2
"GEN24_1046239","Mackenzie District",2
"GEN24_1046241","Auckland District",1
"GEN24_1046241","Christchurch City",2
"GEN24_1046241","Dunedin City",1
"GEN24_1046241","Mackenzie District",1
"GEN24_1046241","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",1
"GEN24_1046241","Rotorua District",2
"GEN24_1046241","Southland District (Fiordland)",1
"GEN24_1046242","Auckland District",3
"GEN24_1046242","Christchurch City",3
"GEN24_1046242","Kaikoura District",2
"GEN24_1046242","Mackenzie District",2
"GEN24_1046242","Marlborough District",2
"GEN24_1046242","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1046242","Rotorua District",2
"GEN24_1046242","Wellington City",2
"GEN24_1046242","Westland District",2
"GEN24_1046243","Auckland District",7
"GEN24_1046247","Auckland District",4
"GEN24_1046255","Auckland District",2
"GEN24_1046255","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1046258","Auckland District",2
"GEN24_1046258","Christchurch City",1
"GEN24_1046258","Marlborough District",1
"GEN24_1046258","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",5
"GEN24_1046258","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1046258","Rotorua District",1
"GEN24_1046258","Taupo District",1
"GEN24_1046258","Upper Hutt City",1
"GEN24_1046258","Waitomo District",1
"GEN24_1046258","Wellington City",2
"GEN24_1046259","Auckland District",5
"GEN24_1046260","Auckland District",7
"GEN24_1046261","Auckland District",2
"GEN24_1046261","Christchurch City",1
"GEN24_1046261","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1046261","Southland District (Central and Eastern)",2
"GEN24_1046261","Westland District",1
"GEN24_1046265","Christchurch City",2
"GEN24_1046274","Auckland District",4
"GEN24_1046274","Kapiti Coast District",4
"GEN24_1046274","Napier City",6
"GEN24_1046274","Rotorua District",2
"GEN24_1046274","Whakatane District",6
"GEN24_1046275","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",6
"GEN24_1046285","Auckland District",10
"GEN24_1046285","Far North District",1
"GEN24_1046285","Rotorua District",1
"GEN24_1046285","Wellington City",2
"GEN24_1046287","Auckland District",24
"GEN24_1046290","Napier City",12
"GEN24_1046295","Auckland District",2
"GEN24_1046295","Christchurch City",1
"GEN24_1046295","Dunedin City",2
"GEN24_1046295","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1046295","Rotorua District",3
"GEN24_1046295","Thames-Coromandel District",1
"GEN24_1046295","Waitaki District",2
"GEN24_1046298","Auckland District",3
"GEN24_1046304","Auckland District",11
"GEN24_1046304","Ruapehu District",2
"GEN24_1046304","Taupo District",17
"GEN24_1046305","Auckland District",7
"GEN24_1046307","Auckland District",12
"GEN24_1046307","Other",1
"GEN24_1046312","Auckland District",3
"GEN24_1046312","Palmerston North City",2
"GEN24_1046312","Thames-Coromandel District",4
"GEN24_1046316","Auckland District",2
"GEN24_1046316","Far North District",7
"GEN24_1046316","Whangarei District",3
"GEN24_1046328","Auckland District",2
"GEN24_1046332","Auckland District",2
"GEN24_1046332","Mackenzie District",1
"GEN24_1046332","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1046332","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1046345","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1046353","Nelson City",12
"GEN24_1046356","Auckland District",4
"GEN24_1046356","Far North District",5
"GEN24_1046356","Hutt City",2
"GEN24_1046356","Masterton District",1
"GEN24_1046356","Palmerston North City",1
"GEN24_1046356","Ruapehu District",2
"GEN24_1046356","South Wairarapa District",2
"GEN24_1046356","Stratford District",2
"GEN24_1046356","Tasman District",3
"GEN24_1046356","Thames-Coromandel District",4
"GEN24_1046356","Waikato District",2
"GEN24_1046356","Waitomo District",2
"GEN24_1046360","Christchurch City",2
"GEN24_1046360","Hurunui District",4
"GEN24_1046363","Auckland District",12
"GEN24_1046367","Whangarei District",20
"GEN24_1046381","Hutt City",3
"GEN24_1046382","Hauraki District",10
"GEN24_1046385","Masterton District",7
"GEN24_1046385","Rotorua District",3
"GEN24_1046385","Taupo District",1
"GEN24_1046385","Wellington City",1
"GEN24_1046389","Auckland District",4
"GEN24_1046389","Christchurch City",3
"GEN24_1046389","Hamilton City",2
"GEN24_1046389","Marlborough District",2
"GEN24_1046389","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1046389","Rotorua District",1
"GEN24_1046389","Ruapehu District",2
"GEN24_1046389","Timaru District",3
"GEN24_1046389","Wellington City",2
"GEN24_1046390","Auckland District",3
"GEN24_1046391","Masterton District",2
"GEN24_1046395","Hutt City",5
"GEN24_1046400","Kaipara District",7
"GEN24_1046421","Auckland District",6
"GEN24_1046425","Auckland District",6
"GEN24_1046425","Marlborough District",2
"GEN24_1046425","Napier City",9
"GEN24_1046425","South Wairarapa District",3
"GEN24_1046425","Tauranga City",1
"GEN24_1046432","Auckland District",1
"GEN24_1046432","Rotorua District",3
"GEN24_1046432","Taupo District",1
"GEN24_1046432","Thames-Coromandel District",3
"GEN24_1046432","Waikato District",3
"GEN24_1046434","Auckland District",14
"GEN24_1046437","Auckland District",4
"GEN24_1046437","Clutha District",2
"GEN24_1046437","Dunedin City",1
"GEN24_1046437","Southland District (Fiordland)",5
"GEN24_1046437","Tauranga City",4
"GEN24_1046437","Waitaki District",1
"GEN24_1046442","Christchurch City",15
"GEN24_1046458","Christchurch City",2
"GEN24_1046458","Whangarei District",3
"GEN24_1046466","Tauranga City",10
"GEN24_1046472","Auckland District",200
"GEN24_1046472","Christchurch City",4
"GEN24_1046472","Taupo District",1
"GEN24_1046477","Auckland District",1
"GEN24_1046477","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",1
"GEN24_1046477","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",8
"GEN24_1046483","Auckland District",1
"GEN24_1046483","Mackenzie District",1
"GEN24_1046483","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",22
"GEN24_1046484","Auckland District",2
"GEN24_1046522","Auckland District",4
"GEN24_1046525","Auckland District",3
"GEN24_1046525","Christchurch City",2
"GEN24_1046525","Dunedin City",1
"GEN24_1046525","Grey District",2
"GEN24_1046525","Mackenzie District",1
"GEN24_1046525","Nelson City",2
"GEN24_1046525","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1046525","Rotorua District",3
"GEN24_1046525","Southland District (Fiordland)",2
"GEN24_1046525","Taupo District",2
"GEN24_1046525","Waitaki District",1
"GEN24_1046525","Wellington City",3
"GEN24_1046525","Westland District",3
"GEN24_1046527","Auckland District",3
"GEN24_1046527","Clutha District",1
"GEN24_1046527","Dunedin City",1
"GEN24_1046527","Mackenzie District",1
"GEN24_1046527","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",5
"GEN24_1046527","Southland District (Central and Eastern)",1
"GEN24_1046527","Tauranga City",2
"GEN24_1046530","Auckland District",1
"GEN24_1046530","Christchurch City",3
"GEN24_1046530","Dunedin City",14
"GEN24_1046530","Mackenzie District",1
"GEN24_1046530","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",3
"GEN24_1046540","Christchurch City",3
"GEN24_1046540","Dunedin City",1
"GEN24_1046540","Mackenzie District",3
"GEN24_1046540","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",5
"GEN24_1046540","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1046540","Waitaki District",1
"GEN24_1046543","Auckland District",2
"GEN24_1046543","Central Hawke's Bay District",8
"GEN24_1046543","Napier City",1
"GEN24_1046543","Rotorua District",3
"GEN24_1046543","Taupo District",1
"GEN24_1046543","Tauranga City",2
"GEN24_1046547","Christchurch City",17
"GEN24_1046547","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",11
"GEN24_1046550","Auckland District",1
"GEN24_1046550","Christchurch City",2
"GEN24_1046550","Mackenzie District",1
"GEN24_1046550","Marlborough District",1
"GEN24_1046550","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1046550","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1046550","Taupo District",1
"GEN24_1046550","Whanganui District",1
"GEN24_1046562","Christchurch City",3
"GEN24_1046562","Dunedin City",1
"GEN24_1046562","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1046562","Southland District (Fiordland)",1
"GEN24_1046562","Waimate District",1
"GEN24_1046562","Westland District",2
"GEN24_1046563","Christchurch City",10
"GEN24_1046563","Mackenzie District",1
"GEN24_1046563","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1046564","Christchurch City",1
"GEN24_1046564","Mackenzie District",3
"GEN24_1046564","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1046564","Southland District (Fiordland)",2
"GEN24_1046564","Waimakariri District",1
"GEN24_1046564","Westland District",1
"GEN24_1046565","Christchurch City",1
"GEN24_1046565","Invercargill City",1
"GEN24_1046565","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1046565","Timaru District",2
"GEN24_1046565","Waitaki District",1
"GEN24_1046574","Auckland District",1
"GEN24_1046574","Napier City",3
"GEN24_1046574","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1046576","Whangarei District",11
"GEN24_1046578","Hamilton City",1
"GEN24_1046578","Wellington City",9
"GEN24_1046581","Napier City",21
"GEN24_1046581","Otorohanga District",1
"GEN24_1046581","Rotorua District",1
"GEN24_1046581","Tauranga City",1
"GEN24_1046581","Thames-Coromandel District",1
"GEN24_1046581","Waipa District",1
"GEN24_1046588","Christchurch City",5
"GEN24_1046588","Wellington City",15
"GEN24_1046589","Auckland District",2
"GEN24_1046589","Christchurch City",3
"GEN24_1046589","Mackenzie District",2
"GEN24_1046589","Marlborough District",2
"GEN24_1046589","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1046589","Ruapehu District",2
"GEN24_1046589","Taupo District",2
"GEN24_1046591","Christchurch City",1
"GEN24_1046591","Grey District",1
"GEN24_1046591","Mackenzie District",1
"GEN24_1046591","Nelson City",2
"GEN24_1046591","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1046591","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1046591","Rotorua District",1
"GEN24_1046591","Ruapehu District",2
"GEN24_1046591","Southland District (Fiordland)",1
"GEN24_1046591","Thames-Coromandel District",12
"GEN24_1046591","Wellington City",1
"GEN24_1046591","Westland District",1
"GEN24_1046592","Ruapehu District",3
"GEN24_1046592","South Taranaki District",2
"GEN24_1046592","Stratford District",2
"GEN24_1046592","Tauranga City",2
"GEN24_1046592","Waipa District",10
"GEN24_1046593","Christchurch City",2
"GEN24_1046593","Marlborough District",4
"GEN24_1046593","Tauranga City",5
"GEN24_1046593","Timaru District",8
"GEN24_1046603","Auckland District",2
"GEN24_1046603","Central Otago District",2
"GEN24_1046603","Christchurch City",4
"GEN24_1046603","Mackenzie District",2
"GEN24_1046603","Rotorua District",1
"GEN24_1046611","Auckland District",4
"GEN24_1046614","Auckland District",8
"GEN24_1046614","Far North District",4
"GEN24_1046614","Rotorua District",8
"GEN24_1046614","Thames-Coromandel District",3
"GEN24_1046621","Auckland District",1
"GEN24_1046621","Christchurch City",2
"GEN24_1046621","Mackenzie District",1
"GEN24_1046621","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1046621","Westland District",2
"GEN24_1046628","Auckland District",4
"GEN24_1046630","Auckland District",7
"GEN24_1046643","Auckland District",12
"GEN24_1046643","Wellington City",6
"GEN24_1046644","Auckland District",13
"GEN24_1046644","Rotorua District",2
"GEN24_1046658","Auckland District",1
"GEN24_1046658","Wellington City",10
"GEN24_1046666","Wellington City",7
"GEN24_1046678","Auckland District",9
"GEN24_1046678","Napier City",5
"GEN24_1046687","Wellington City",3
"GEN24_1046691","Auckland District",4
"GEN24_1046691","Christchurch City",4
"GEN24_1046692","Hutt City",3
"GEN24_1046692","Napier City",11
"GEN24_1046704","Auckland District",3
"GEN24_1046704","Christchurch City",7
"GEN24_1046704","Mackenzie District",2
"GEN24_1046708","Christchurch City",2
"GEN24_1046708","Mackenzie District",3
"GEN24_1046708","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1046708","Westland District",3
"GEN24_1046713","Auckland District",1
"GEN24_1046713","Central Otago District",15
"GEN24_1046713","Christchurch City",2
"GEN24_1046713","Far North District",3
"GEN24_1046715","Nelson City",2
"GEN24_1046715","Tasman District",2
"GEN24_1046725","Christchurch City",16
"GEN24_1046735","Auckland District",10
"GEN24_1046740","Auckland District",3
"GEN24_1046740","Far North District",2
"GEN24_1046740","Hamilton City",1
"GEN24_1046740","Other",1
"GEN24_1046740","Rotorua District",3
"GEN24_1046740","Taupo District",2
"GEN24_1046743","Mackenzie District",1
"GEN24_1046743","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1046743","Rangitikei District",1
"GEN24_1046743","Rotorua District",1
"GEN24_1046743","Taupo District",1
"GEN24_1046743","Waipa District",1
"GEN24_1046743","Wellington City",1
"GEN24_1046746","Auckland District",20
"GEN24_1046749","Auckland District",7
"GEN24_1046749","Hauraki District",14
"GEN24_1046750","Other",2
"GEN24_1046750","Tauranga City",2
"GEN24_1046752","Matamata-Piako District",1
"GEN24_1046752","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1046752","Rotorua District",1
"GEN24_1046752","South Wairarapa District",1
"GEN24_1046752","Southland District (Central and Eastern)",2
"GEN24_1046752","Taupo District",1
"GEN24_1046753","Central Otago District",4
"GEN24_1046753","Christchurch City",6
"GEN24_1046753","Rotorua District",4
"GEN24_1046753","Southland District (Fiordland)",3
"GEN24_1046754","Nelson City",20
"GEN24_1046757","Auckland District",1
"GEN24_1046757","Hamilton City",1
"GEN24_1046757","Taupo District",2
"GEN24_1046757","Wellington City",3
"GEN24_1046761","Dunedin City",15
"GEN24_1046761","Southland District (Fiordland)",2
"GEN24_1046762","Grey District",1
"GEN24_1046762","Timaru District",18
"GEN24_1046767","Christchurch City",5
"GEN24_1046767","Far North District",3
"GEN24_1046767","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1046767","Southland District (Fiordland)",1
"GEN24_1046769","Auckland District",4
"GEN24_1046769","Rotorua District",1
"GEN24_1046769","Taupo District",1
"GEN24_1046769","Tauranga City",6
"GEN24_1046775","Auckland District",1
"GEN24_1046775","Christchurch City",3
"GEN24_1046775","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1046775","Rotorua District",2
"GEN24_1046775","Southland District (Fiordland)",1
"GEN24_1046775","Wellington City",1
"GEN24_1046775","Westland District",1
"GEN24_1046779","Auckland District",2
"GEN24_1046787","Auckland District",5
"GEN24_1046787","Christchurch City",2
"GEN24_1046787","Far North District",2
"GEN24_1046787","Otorohanga District",2
"GEN24_1046787","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",5
"GEN24_1046787","Rotorua District",1
"GEN24_1046787","Wellington City",2
"GEN24_1046791","Auckland District",3
"GEN24_1046791","Buller District",1
"GEN24_1046791","Christchurch City",3
"GEN24_1046791","Marlborough District",1
"GEN24_1046791","Napier City",1
"GEN24_1046791","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1046791","Rotorua District",2
"GEN24_1046791","Southland District (Fiordland)",1
"GEN24_1046791","Wellington City",2
"GEN24_1046791","Westland District",1
"GEN24_1046793","Christchurch City",10
"GEN24_1046793","Kaikoura District",1
"GEN24_1046793","Mackenzie District",5
"GEN24_1046793","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",5
"GEN24_1046796","Auckland District",3
"GEN24_1046796","Christchurch City",2
"GEN24_1046796","Far North District",3
"GEN24_1046796","Rangitikei District",2
"GEN24_1046796","Southland District (Fiordland)",3
"GEN24_1046796","Taupo District",1
"GEN24_1046796","Wellington City",3
"GEN24_1046796","Westland District",2
"GEN24_1046797","Waipa District",14
"GEN24_1046798","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1046798","Thames-Coromandel District",11
"GEN24_1046800","Dunedin City",14
"GEN24_1046800","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",7
"GEN24_1046802","Auckland District",10
"GEN24_1046802","Palmerston North City",4
"GEN24_1046802","Tauranga City",4
"GEN24_1046804","Christchurch City",1
"GEN24_1046804","Hurunui District",2
"GEN24_1046804","Kaikoura District",13
"GEN24_1046804","Taupo District",1
"GEN24_1046804","Western Bay of Plenty District",13
"GEN24_1046817","Auckland District",10
"GEN24_1046817","Other",10
"GEN24_1046818","Auckland District",2
"GEN24_1046818","Christchurch City",1
"GEN24_1046818","Grey District",1
"GEN24_1046818","Mackenzie District",2
"GEN24_1046818","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1046818","Southland District (Fiordland)",2
"GEN24_1046818","Taupo District",1
"GEN24_1046818","Westland District",1
"GEN24_1046839","Auckland District",6
"GEN24_1046841","Hastings District",1
"GEN24_1046841","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1046842","Auckland District",3
"GEN24_1046842","Taupo District",1
"GEN24_1046843","Auckland District",7
"GEN24_1046844","Ashburton District",1
"GEN24_1046844","Waimakariri District",6
"GEN24_1046850","Auckland District",2
"GEN24_1046850","Buller District",1
"GEN24_1046850","Christchurch City",1
"GEN24_1046850","Mackenzie District",2
"GEN24_1046850","Other",1
"GEN24_1046850","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1046850","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1046850","Ruapehu District",2
"GEN24_1046850","Tasman District",2
"GEN24_1046850","Taupo District",1
"GEN24_1046850","Wellington City",1
"GEN24_1046850","Westland District",2
"GEN24_1046872","Mackenzie District",10
"GEN24_1046872","Waitaki District",1
"GEN24_1046874","Tasman District",20
"GEN24_1046879","Auckland District",2
"GEN24_1046889","Napier City",1
"GEN24_1046889","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1046889","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1046889","Rotorua District",1
"GEN24_1046889","Tasman District",3
"GEN24_1046889","Taupo District",1
"GEN24_1046889","Tauranga City",1
"GEN24_1046889","Wellington City",7
"GEN24_1046889","Westland District",1
"GEN24_1046900","Christchurch City",1
"GEN24_1046900","Kaikoura District",1
"GEN24_1046900","Marlborough District",4
"GEN24_1046900","Nelson City",4
"GEN24_1046909","Christchurch City",3
"GEN24_1046909","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1046909","Westland District",2
"GEN24_1046913","Auckland District",1
"GEN24_1046913","Far North District",3
"GEN24_1046913","Marlborough District",1
"GEN24_1046913","Napier City",1
"GEN24_1046913","Nelson City",2
"GEN24_1046913","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1046913","Rotorua District",1
"GEN24_1046913","Wellington City",2
"GEN24_1046918","Auckland District",3
"GEN24_1046918","Tauranga City",11
"GEN24_1046918","Thames-Coromandel District",8
"GEN24_1046923","Auckland District",3
"GEN24_1046923","Christchurch City",1
"GEN24_1046923","Hurunui District",1
"GEN24_1046923","Mackenzie District",1
"GEN24_1046923","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",1
"GEN24_1046923","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1046923","Southland District (Fiordland)",1
"GEN24_1046923","Tasman District",2
"GEN24_1046923","Westland District",1
"GEN24_1046926","Auckland District",4
"GEN24_1046926","Gisborne District",4
"GEN24_1046926","New Plymouth District",8
"GEN24_1046928","Auckland District",3
"GEN24_1046928","Taupo District",5
"GEN24_1046928","Tauranga City",7
"GEN24_1046930","Auckland District",2
"GEN24_1046930","Dunedin City",2
"GEN24_1046930","Hamilton City",2
"GEN24_1046930","Mackenzie District",4
"GEN24_1046930","New Plymouth District",2
"GEN24_1046930","Palmerston North City",2
"GEN24_1046930","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1046930","Southland District (Fiordland)",2
"GEN24_1046930","Upper Hutt City",2
"GEN24_1046930","Wellington City",7
"GEN24_1046937","Auckland District",2
"GEN24_1046937","Rotorua District",4
"GEN24_1046937","Waitomo District",1
"GEN24_1046938","Christchurch City",17
"GEN24_1046938","Kaikoura District",2
"GEN24_1046942","Auckland District",13
"GEN24_1046954","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1046957","Auckland District",3
"GEN24_1046957","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",6
"GEN24_1046957","Rotorua District",3
"GEN24_1046960","Whakatane District",2
"GEN24_1046961","Auckland District",1
"GEN24_1046961","Christchurch City",5
"GEN24_1046961","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",5
"GEN24_1046965","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",6
"GEN24_1046965","Southland District (Fiordland)",3
"GEN24_1046972","Mackenzie District",3
"GEN24_1046972","Thames-Coromandel District",2
"GEN24_1046974","Auckland District",1
"GEN24_1046974","Christchurch City",1
"GEN24_1046976","Nelson City",17
"GEN24_1046978","Christchurch City",1
"GEN24_1046978","Dunedin City",5
"GEN24_1046978","Mackenzie District",1
"GEN24_1046978","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1046978","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1046978","Timaru District",1
"GEN24_1046978","Waitaki District",1
"GEN24_1046980","Christchurch City",25
"GEN24_1046981","Auckland District",3
"GEN24_1046981","Christchurch City",1
"GEN24_1046981","Dunedin City",1
"GEN24_1046981","Kaikoura District",2
"GEN24_1046981","Mackenzie District",1
"GEN24_1046981","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",1
"GEN24_1046981","Rotorua District",2
"GEN24_1046981","Southland District (Fiordland)",1
"GEN24_1046981","Tasman District",1
"GEN24_1046981","Taupo District",3
"GEN24_1046981","Wellington City",1
"GEN24_1046981","Whangarei District",1
"GEN24_1046985","Auckland District",2
"GEN24_1046985","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1046986","Auckland District",2
"GEN24_1046986","Christchurch City",2
"GEN24_1046986","Grey District",1
"GEN24_1046986","Napier City",1
"GEN24_1046986","Nelson City",2
"GEN24_1046986","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1046986","Rotorua District",2
"GEN24_1046986","Southland District (Central and Eastern)",2
"GEN24_1046986","Southland District (Fiordland)",2
"GEN24_1046986","Taupo District",2
"GEN24_1046986","Wellington City",1
"GEN24_1046986","Westland District",1
"GEN24_1046988","Christchurch City",34
"GEN24_1046992","Auckland District",2
"GEN24_1046992","Buller District",1
"GEN24_1046992","Christchurch City",2
"GEN24_1046992","Mackenzie District",2
"GEN24_1046992","Napier City",1
"GEN24_1046992","Nelson City",3
"GEN24_1046992","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1046992","Waipa District",1
